Time,Raw Angle,Low Frequency Carrier,Tremor,Envelope,Torque,WFE Displacement,centeredTorque
13.680969,8.388856,8.390035453332615,-0.003942003955936102,0.0031191468966472783,-0.015929178188733104,-0.002721,120
13.682013,8.38899,8.390084251795109,-0.003844726060518183,0.0031188471575480754,-0.014479749917161056,-0.002693,121
13.683056,8.389116,8.390133055632125,-0.003754837420944674,0.0031183759859622936,-0.013022479014939041,-0.002633,121
13.6841,8.389234,8.390181864115045,-0.0036723380659301912,0.0031177086152447352,-0.011940671048201934,-0.002541,122
13.685143,8.389348,8.390230676521979,-0.003593228178846979,0.00311682293553283,-0.011429966024778294,-0.002418,122
13.686187,8.38946,8.390279492137793,-0.0035155080993647565,0.003115715233618004,-0.011396530617554471,-0.002266,122
13.68723,8.389573,8.39032831025413,-0.0034361783250884304,0.0031143973153415056,-0.011939181525539272,-0.002088,122
13.688274,8.38969,8.390377130169426,-0.003352239513191635,0.0031129029727781717,-0.013156735524371136,-0.001886,121
13.689317,8.389815,8.390425951188936,-0.003259692482023267,0.003111278761849678,-0.0151490063206541,-0.001664,120
13.690361,8.389952,8.390474772624744,-0.0031545382127216976,0.003109587354893031,-0.017824154587207743,-0.001425,119
13.691405,8.390104,8.39052359379578,-0.003033777850786368,0.0031078941021481475,-0.021089344109793372,-0.001174,117
13.692448,8.390274,8.39057241402784,-0.002894412707652111,0.0031062613663017506,-0.024947565191871638,-0.000914,115
13.693492,8.390465,8.39062123265359,-0.0027334442622364732,0.0031047476801769236,-0.029210155007825197,-0.000649,113
13.694535,8.390678,8.390670049012584,-0.002549874162463137,0.003103390828089454,-0.03368645684564511,-0.000383,111
13.695579,8.390914,8.390718862451276,-0.0023427042267526585,0.003102216918189147,-0.03847329355102931,-0.000118,108
13.696622,8.391175,8.39076767232303,-0.0021099364455065177,0.003101236932815321,-0.043476831696527815,0.000141,106
13.697666,8.391461,8.390816477988121,-0.0018515729825275523,0.0031004457854553096,-0.04850541744305568,0.000393,103
13.698709,8.391772,8.39086527881375,-0.00156761617642484,0.0030998309771990687,-0.05336739690781516,0.000636,101
13.699753,8.392106,8.390914074174043,-0.0012600685419808162,0.003099373589384286,-0.057964948923296344,0.000869,98
13.700797,8.392462,8.390962863450053,-0.0009299327714743032,0.00309904874479768,-0.06229707575127178,0.00109,96
13.70184,8.392838,8.391011646029769,-0.0005792117359552647,0.003098834028209188,-0.06626595621415636,0.001301,94
13.702884,8.393232,8.391060421308113,-0.00020990848647989803,0.0030987061705250174,-0.06977376914299463,0.001501,92
13.703927,8.393641,8.391109188686936,0.0001749737446990048,0.0030986439413761904,-0.07253004339217804,0.001691,91
13.704971,8.39406,8.391157947575019,0.0005704315430039638,0.003098628633363475,-0.07462562021235833,0.001873,90
13.706014,8.394487,8.391206697388068,0.0009744613104678734,0.0030986430917906223,-0.07596267848574771,0.002048,89
13.707058,8.394916,8.391255437548711,0.0013810592647017295,0.0030986718721990494,-0.07643940950702982,0.002218,89
13.708101,8.395344,8.39130416748649,0.0017872214379483892,0.0030987006819278404,-0.0763403014751036,0.002385,89
13.709145,8.395768,8.39135288663785,0.002189943676199119,0.0030987166982078215,-0.07556653642317548,0.00255,89
13.710189,8.396184,8.39140159444613,0.002585221638365269,0.0030987073025552864,-0.0740182994990289,0.002717,90
13.711232,8.396588,8.391450290361549,0.0029690507955327395,0.0030986653056697,-0.0719790820305438,0.002885,91
13.712276,8.396979,8.3914989738412,0.003340426430280766,0.0030985844711230366,-0.06944788641443901,0.003057,92
13.713319,8.397353,8.391547644349039,0.003695343636081344,0.0030984653827206324,-0.06651655086534676,0.003233,94
13.714363,8.39771,8.391596301355866,0.004033797316782044,0.0030983180740895887,-0.06318507461260213,0.003415,95
13.715406,8.398046,8.391644944339312,0.0043517821861766785,0.0030981603310300497,-0.05935364267966987,0.003601,97
13.71645,8.39836,8.39169357278381,0.004648292767646169,0.0030980299768696143,-0.05530873685461164,0.003791,100
13.717493,8.398651,8.391742186180583,0.0049223233939028,0.003097973873267349,-0.05095353265425628,0.003986,102
13.718537,8.398917,8.391790784027624,0.005171868206820087,0.0030980606591883377,-0.046190208533821005,0.004182,104
13.71958,8.399156,8.391839365829671,0.005394921157334543,0.003098373276803584,-0.041304249000991694,0.004379,107
13.720624,8.399369,8.39188793109819,0.0055924760054878574,0.003099015056288261,-0.03610499638431691,0.004574,109
13.721668,8.399552,8.391936479351337,0.00576052632052406,0.0031000935472217535,-0.03058846153837919,0.004765,112
13.722711,8.399706,8.391985010113947,0.005900065481111456,0.003101729250179522,-0.02485146629133956,0.004949,115
13.723755,8.399828,8.392033522917492,0.0060080866756558144,0.0031040430429720186,-0.018891018355181345,0.005123,118
13.724798,8.399919,8.392082017300059,0.006085582902726736,0.0031071406213959664,-0.012803939742810744,0.005284,121
13.725842,8.399977,8.392130492806315,0.0061305469715718115,0.003111117856701636,-0.00639658231879676,0.00543,125
13.726885,8.400001,8.392178948987478,0.006141971502759363,0.003116044493978868,-0.000051254441897922775,0.005557,128
13.727929,8.399993,8.392227385401279,0.006121848928911825,0.0031219648102564154,0.006038397628474635,0.005663,131
13.728972,8.399954,8.392275801611925,0.006071171495559732,0.0031288837611988334,0.012063030299554658,0.005745,134
