time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.166968,139,138,0.001580196147667779,110,154,129,154
0.168012,139,138,0.0016883494644327093,110,154,129,154
0.169055,139,138,0.0017772492922054157,110,154,129,154
0.170099,139,138,0.0018479089652921402,110,154,130,154
0.171143,139,138,0.0019023418615585724,110,154,130,154
0.172186,139,138,0.0019435613965509092,110,154,131,154
0.17323,139,138,0.001973581017610762,110,154,131,154
0.174273,139,138,0.001995414197994019,110,154,131,154
0.175317,139,138,0.002011074431003117,110,154,131,154
0.17636,139,138,0.0020235752241220383,110,154,132,154
0.177404,139,138,0.002032930093173095,110,154,132,154
0.178447,139,138,0.0020441525564837354,110,154,132,154
0.179491,139,138,0.0020562561290803348,110,154,132,154
0.180535,139,138,0.0020712543168911004,110,154,131,154
0.181578,139,138,0.0020901606109879098,110,154,131,154
0.182622,139,138,0.002113988481842001,110,154,131,154
0.183665,139,138,0.0021407513736221386,110,154,131,154
0.184709,139,138,0.0021724626985150327,110,154,131,154
0.185752,139,138,0.0022071358310897203,110,154,130,154
0.186796,139,138,0.002243784102687905,110,154,130,154
0.187839,139,138,0.0022834207958759485,110,154,130,154
0.188883,139,138,0.00232205913891947,110,154,129,154
0.189926,139,138,0.002360712300310076,110,154,129,154
0.19097,139,138,0.0023983933833432855,110,154,128,154
0.192014,139,138,0.0024331154207372875,110,154,128,154
0.193057,139,138,0.0024648913693087783,110,154,127,154
0.194101,139,138,0.0024917341047064447,110,154,127,154
0.195144,139,138,0.00251265641619934,110,154,127,154
0.196188,139,138,0.002528671001509173,110,154,126,154
0.197231,139,138,0.002536790461727495,110,154,126,154
0.198275,139,138,0.0025390272962744855,110,154,126,154
0.199318,139,138,0.002532393897929093,110,154,125,154
0.200362,139,138,0.002518902547931441,110,154,125,154
0.201406,139,138,0.0024975654111397344,110,154,125,154
0.202449,139,138,0.002468394531269546,110,154,124,154
0.203493,139,138,0.0024334018261951028,110,154,124,154
0.204536,139,138,0.0023935990833228167,110,154,124,154
0.20558,139,138,0.0023479979550403663,110,154,123,154
